"userid","imode","sample_group","intstart","intend","totaltime","finished","indate","spr","birthyear","age","agecat","sex","f10000","f10100","f13400a","f13400b","f13400c","f13400d","f13400e","f13400f","f12700c","f12700rec","f12720rec","f12720main6","f12730c","f12730rec","f12740rec","f12740main6","Q03","Q04a","Q04b","Q04c","Q04d","Q04e","Q04f","Q04g","Q05b","Q05a","Q05c","Q05d","Q05e","Q06a","Q06b","Q06c","Q06d","Q07","Q09","f14610","f15656","f11100","exp_GE","Q_E1","Q_E2","Q_E3","Q_E4","f11100rec","f11700","f11301","f11302","f11303","f11304","f11305","f11306","f11307","f11308","f11309","f11310","f11311","f11312","f11400rec","f11400main6","Q1","Q2","f11600","f11605","Q3","Q9a_web","Q9a_paper","Q9b_web","Q9b_paper","Q9c_web","Q9c_paper","Q9d_web","Q9d_paper","Q4a_web","Q4a_paper","Q4b_web","Q4b_paper","Q4c_web","Q4c_paper","Q4d_web","Q4d_paper","Q4e_web","Q4e_paper","Q4f_web","Q4f_paper","Q4g_web","Q4g_paper","Q4h_web","Q4h_paper","Q4i_web","Q4i_paper","Q5","Q6","Q7","Q8","f11800rec","f11800main6","f11800ZH","f11800TI","f11800GE","f11900","f12010","f12021","f12022","f12023","f12030a","f12030b","f12030c","f12030d","f12030e","f12030f","f12030g","f12030h","f12030i","f12030j","f12030k","f12030l","f12030m","f12030o","f12025","f12301","f12301p","f12301pmain6","f12302","f12302p","f12302pmain6","f10200","f10200rec","f10250","f10300rec","f10300main6","Q14a","Q14b","f14400a","f14400b","f14400c","f14400d","f14400e","f14400f","f14400g","f14400h","f14400i","Q16a","Q16b","Q16c","Q16d","Q16e","f15130a","f15130b","f15130c","f15130d","f15130e","f15130f","f15130g","f15130h","f15130i","f15200","f13700","f14000","f14050","f14010rec","f14010main6","f14070","f13306","f13660a","f13660b","f13660c","f13660d","f13660e","f13660f","f13660g","f13660i","f13660j","f13660k","f13660l","f13660m","f13660n","f12500","f14079a","f14079b","f14079c","f14079d","f14079e","f14079f","f14079g","f14079h","f14081rec","f14081main6","f20211","f20212","f20213","f21000a","f21000b","f21000c","f21000d","f21000e","f21000f","f21000g","f21000h","f21010a","f21010b","f21010c","f21010d","f21010e","f21010f","f21010g","f12026","f21020","f21030","f13322","f12900rec","f12900main6","f12905rec","f12905main6","f15420","f15430","f15435","f15440","f15470","f15480","f15485","f15810","f15811","f15812","f15813","Q08","f15900","f15900rec","f16300","f16300rec","f16312","f16312rec","f16313","f16313rec","f20300","E11","f20500","f20700","f20710","f20221","f20210rec1","f20210rec2","f20210rec3","f20760","f20900","f21310","E6b_lev","f21400","f26100","f21500_f24900","f21500","f24900","f21550_f24950","f21550","f24950","ISCO08prof_r","ISCO08prof_r_pre","ISCO08prof_r_pst","f21700_f25100","f21700","f25100","f21750_f25150","f21750","f25150","f21800","class16_r","class8_r","class5_r","f21910","E6b_lev_partner","f22000_f22400","f22100_f22500","f22150_f22550","ISCO08prof_p","ISCO08prof_p_pre","ISCO08prof_p_pst","f22300_f22700","f22350_f22750","class16_p","class8_p","class5_p","f22910","E6b_lev_main_earner","f23000_f23400","f23100_f23500","f23150_f23550","ISCO08prof_me","ISCO08prof_me_pre","ISCO08prof_me_pst","f23300_f23700","f23350_f23750","class16_h","class8_h","class5_h","class16","class8","class5","f28910","f29100","f21200","canton_sample","bigregion_sample","lingreg_sample","birthcountry_sample","hhsize_sample","taxableincome","smt9","msize","foreigners","msvp","msp","mfdp","mgps","mcvp","mglp","mbdp","weight_d","weight_d_t","weight_d_p","weight_tot","weight_t_zh","weight_p_zh","weight_tot_zh","weight_t_ti","weight_p_ti","weight_tot_ti","weight_t_ge","weight_p_ge","weight_tot_ge"
3050,1,0,10/28/2019 20:07:11,10/28/2019 20:37:47,30.5666666666667,1,,1,1988,31,2,2,19,1,2,2,1,2,4,1,46,3,30,5,33,4,60,4,1,2,5,5,1,2,1,2,2,2,1,5,4,4,4,1,2,2,2,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,2,2,1,2,2,,,,,,,,,,,,,,,3,103,30,5,102,50,6,3,0,,,,1,5,0,0,10,0,7,10,0,,,5,7,10,10,7,8,7,0,,1,3,10,,,2,2,1,,30,5,2,2,0,1,1,1,0,0,0,1,1,1,0,0,0,8,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,2,,,10,0,5,9,0,8,9,,2,2,1,,,30,5,4,2,2,1,1,1,2,3,2,1,5,2,3,1,,0,4,0,1,0,2017,1,4,,2,1,8100,,,7,,13,2,2,,2,2,,,,,2000,2000,,2,2,,11,11,,2,9,5,1,12,2,1,1,,1345,1345,,2,6,9,5,1,,,,,,,,,,,,,,9,5,1,13,1,2,"AG",3,"de",8100,4,60844.942,32,7,14.441842,53.171775,9.9251604,8.1610834,4.9714897,5.0962224,7.0741269,4.6507484,2.41978963801147,1.50986419876815,2.2960123261481,1.4326314803258,1,1,1,1,1,1,1,1,1
3051,1,0,11/27/2019 20:50:48,11/27/2019 21:23:59,33.1666666666667,1,,3,1994,25,2,2,21,3,4,4,4,3,3,3,,,,,,,,,3,5,4,2,3,3,4,4,2,3,4,5,5,4,4,3,2,3,2,3,3,4,,,,,,1,1,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,3,4,5,5,5,5,5,5,5,5,,,,5,,,2,4,2,8,4,4,5,10,,5,2,2,2,,,,3,1,0,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,,,1,,,1,2,2,4,4,2,,,4,2,8,5,2,4,5,,,2,3,,,,,3,2,3,2,2,2,4,3,4,1,4,2,3,1,2,0,,0,4,1,1994,4,5,2,0,3,8100,,,2,6,13,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,,1000,,1000,1,8,9,5,1,9,5,1,9,1,2,"TI",7,"it",8100,4,82761.44,12,6,21.020564,14.581295,9.9398854,20.550818,10.471131,16.901999,0.90870963,,0.340904815527355,0.212712695379339,0.340904815527355,0.212712695379339,1,1,1,0.738516082,1,0.738516082,1,1,1
3052,1,0,10/21/2019 12:29:24,10/21/2019 13:25:34,56.15,1,,1,1943,76,7,1,4,1,2,2,3,1,3,3,33,4,405,7,47,16,30,5,1,2,2,4,2,4,1,1,3,1,2,3,2,3,3,1,2,2,2,3,3,3,,,,,,0,,2,2,2,1,2,1,2,2,2,2,2,2,402,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,40,1,4,3,0,5,4,5,3,2,0,,,3,8,8,5,3,9,6,1,10,0,7,5,,,6,3,2,2,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,1,,,1,,,1,2,2,4,4,4,,,0,0,5,5,0,5,0,,2,1,3,,,,,3,5,3,4,2,2,4,2,3,3,5,2,3,1,1,1,4,0,4,1,2017,1,2,,,1,8100,,,2,6,5,,7,1,4,,4,1,,1,2200,,2200,,,,3,,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,"UR",6,"de",8100,2,68941.307,13,5,15.828103,28.874092,34.836562,,,33.958838,,,0.518963820661885,1.02876634704943,0.518963820661885,1.02876634704943,1,1,1,1,1,1,1,1,1
3053,1,0,11/1/2019 11:55:14,11/1/2019 12:07:40,12.4166666666667,1,,2,1983,36,3,1,23,1,2,1,3,2,2,2,64,7,20,3,33,4,20,3,2,3,4,4,3,2,2,4,3,1,2,4,4,3,3,1,1,3,2,2,2,4,,,,,,1,2,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,,,1,1,,,,,,,,,,,,,,,,,,,140,20,3,137,20,3,1,1,23,20,3,3,3,1,10,2,3,3,2,0,,,6,9,7,5,6,9,5,1,,0,5,7,,,5,2,1,,20,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,20,3,1,,,1,1,1,4,4,4,,,5,6,5,6,7,8,7,,2,2,2,20,3,20,3,3,4,4,2,1,3,2,1,2,4,4,4,3,1,1,1,2,0,4,1,1983,4,2,1,,2,8100,,,2,4,13,2,1,,1,1,,,,,1112,1112,,2,2,,14,14,,1,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,15,1,2,"VS",1,"fr",8100,1,55674.501,33,6,17.535101,14.635705,11.131231,29.772049,9.5440988,30.90115,0.5432467,,2.08447663582381,1.30064059956279,2.6368580395436,1.64530729803959,1,1,1,1,1,1,1,1,1
3054,1,0,10/28/2019 15:29:25,10/28/2019 15:48:25,18.9833333333333,1,,2,1987,32,2,2,22,2,2,2,3,1,2,1,64,7,50,6,2,16,30,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,3,1,,,,,,0,,1,1,2,2,2,2,2,2,2,2,2,2,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,22,30,5,3,3,5,4,9,0,4,2,1,,,,,6,5,,2,3,1,10,0,1,7,,,2,2,2,2,,,,3,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,,,2,8100,8212,2,3,2,3,3,3,,3,0,0,0,0,0,0,0,2,2,1,4,,,,,3,3,3,3,3,3,3,3,5,1,3,1,5,0,,0,,0,3,0,1987,1,4,,2,2,8100,,,7,,8,,2,,3,3,,,,,3344,3344,,2,2,,3,3,,2,11,6,4,5,,1,3,,3210,3210,,2,3,6,3,2,,,,,,,,,,,,,,11,6,4,6,2,1,"VD",1,"fr",8100,4,120641.24,11,4,32.21755,11.720525,19.763584,30.158002,19.682502,2.5892695,10.134104,0.21017144,2.61214952013098,5.17818663417561,2.61214952013098,5.17818663417561,1,1,1,1,1,1,1,1,1
3055,1,1,11/20/2019 14:35:28,11/20/2019 15:14:38,39.15,1,,2,1961,58,5,1,25,2,4,4,4,4,1,4,75,14,402,7,41,2,402,7,3,,1,2,,,3,,,,,,,,,,,1,2,5,4,,1,1,,,,0,,2,2,2,2,2,2,2,2,1,2,2,2,,,3,,,,2,3,,4,,4,,4,,1,,4,,4,,4,,3,,4,,3,,4,,1,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,25,,,,,1,0,0,0,0,0,0,,0,,,,,,8,7,4,7,4,5,7,,0,8,2,2,2,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,1,,,3,2,1,4,4,4,,,7,5,8,5,7,7,5,,,,2,,,,,2,5,4,3,5,4,3,4,1,5,1,5,3,1,,0,3,0,4,1,1989,1,4,,0,2,8100,,,1,6,5,,1,,4,4,,1,1,,2412,2412,,,,,6,6,,2,2,1,1,3,,4,4,1,5300,5300,,,6,3,2,3,,,,,,,,,,,,,,2,1,1,3,3,1,"GE",1,"fr",,,79206.353,11,5,36.736334,12.165775,13.775195,15.85253,26.588852,9.4302756,4.9876594,0.32394077,0.142744365078352,0.282968856742758,0.142744365078352,0.282968856742758,1,1,1,1,1,1,1.796684786,1,1.796684786
3056,1,1,10/25/2019 10:15:57,10/25/2019 10:48:07,32.15,1,,2,1962,57,5,2,25,2,1,2,1,3,1,3,44,5,,,,,,,3,,3,4,,,2,,,,,,,,,,,2,2,2,3,,3,,,4,,1,1,,,,,,,,,,,,,,,2,2,,3,,2,,2,,3,,3,,3,,2,,2,,2,,2,,2,,2,,3,,3,,3,3,2,3,20,3,,,4,4,1,,,,,,,,,,,,,,,,,,,167,20,3,166,10,2,2,1,25,,,,,6,7,2,2,5,4,2,,1,,,,,,7,6,4,4,5,5,6,,7,6,2,2,1,20,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,,,2,8545,8545,2,3,2,3,3,3,3,,3,3,6,6,4,4,5,,2,1,3,,,,,3,2,3,2,2,2,2,3,2,3,4,4,3,1,3,0,,0,4,1,1986,1,5,,1,2,8545,,,2,2,5,,8,1,2,,2,,,,2412,,2412,1,,1,8,,8,1,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,12,1,2,"GE",1,"fr",,,96404.615,11,4,34.350659,16.614536,12.326547,20.942334,21.556529,9.2868517,5.8917197,0.41230664,0.142744365078352,0.0890674970344977,0.180571285946624,0.112670174172819,1,1,1,1,1,1,0.582254109,1.16711236,0.679555967274687
3057,1,0,10/21/2019 20:30:46,10/21/2019 21:18:21,47.5666666666667,1,,3,1968,51,4,1,21,3,3,4,4,3,4,4,49,10,,,6,8,,,3,4,4,2,3,4,4,4,2,1,4,2,2,2,3,1,1,3,2,3,3,1,,,,,,0,,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,20,3,3,2,3,7,0,3,1,0,0,3,,,,5,5,,,,,,,,,,,,2,2,1,20,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,8,0,8,8,6,5,5,,,1,3,,,20,3,4,5,4,4,3,3,2,4,5,3,4,3,,0,1,1,,0,,0,1968,3,2,1,,3,8100,,,2,4,11,1,1,,3,3,,,,,2512,2512,,2,2,,11,11,,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,9,1,2,"TI",7,"it",8100,2,64266.193,22,6,26.178218,12.301873,10.554755,27.845821,7.4927954,24.117435,0.52233429,,0.340904815527355,0.675791621300965,0.340904815527355,0.675791621300965,1,1,1,1.535272962,1,1.535272962,1,1,1
3058,1,0,10/23/2019 08:06:05,10/23/2019 08:36:59,30.9,1,,1,1947,72,6,2,17,2,3,2,,,,,17,4,50,6,40,14,30,5,2,4,4,2,5,4,2,2,4,2,2,4,4,4,4,2,2,3,2,1,4,4,,,,,,1,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,1,1,,,,,,,,,,,,,,,,,,,85,30,5,993,993,9,1,1,17,30,5,2,3,3,0,10,0,10,5,0,,,7,7,8,3,10,6,6,2,10,1,4,8,,,3,1,1,,30,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,1,0,0,0,,,1,,,1,1,1,4,4,4,,,10,7,10,5,3,7,7,2,2,2,3,10,2,,,3,2,2,1,1,1,3,1,1,1,1,2,3,1,1,1,2,0,4,1,1973,3,2,2,0,1,8100,,,7,,9,,7,2,4,,4,1,,1,2230,,2230,,,,3,,3,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,1,2,"SG",5,"de",8100,3,59284.417,22,5,40.066614,36.338176,13.416769,19.744443,7.0453352,10.073517,4.4635043,0.40259058,2.61175045427014,1.62964104196245,2.47815394430527,1.54628148693844,1,1,1,1,1,1,1,1,1
3059,1,0,10/31/2019 14:05:04,10/31/2019 14:37:57,32.8833333333333,1,,3,1968,51,4,2,21,2,2,2,2,3,2,2,3,10,20,3,,,,,2,4,4,2,4,4,4,4,3,3,4,4,4,3,3,3,2,3,2,2,3,4,,,,,,1,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,,4,,1,2,1,1,1,0,,1,0,0,0,,0,,,,0,0,0,2,110,30,5,,,,1,1,21,30,5,5,4,2,4,4,0,4,4,0,0,,5,5,5,5,5,6,6,4,9,4,5,8,8,,5,2,2,1,30,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,,,,,,,,,,,1,,,2,2,2,3,4,4,,,9,7,9,9,7,9,9,,2,1,2,20,3,20,3,2,3,2,2,2,2,2,2,4,2,4,2,3,1,3,0,,0,4,1,,1,5,,2,3,8100,,,2,4,12,1,6,2,3,,3,,,,,,,2,,2,4,,4,2,,,,12,1,1,1,,,,,1,4,,,,,,,,,,,,,,,,,,,,,1,2,"TI",7,"it",8100,5,56002.439,12,5,41.684422,8.5652461,15.952395,18.350664,11.94927,12.772735,1.0518723,,0.340904815527355,0.212712695379339,0.431243789493073,0.269081059141892,1,1,1,0.738516082,1.32411594,0.977880916122547,1,1,1
3060,1,0,10/24/2019 14:07:31,10/24/2019 14:25:38,18.1166666666667,1,,2,1971,48,4,2,24,2,1,1,4,1,3,,13,13,50,6,17,4,50,6,2,4,4,4,4,2,2,5,5,3,3,2,3,4,4,4,4,3,2,4,3,4,,,,,,1,1,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,7,,,,1,1,,,,,,,,,,,,,,,,,,,146,130,7,,,,4,0,,,,2,3,0,0,8,0,10,0,0,,,,,,,,8,8,1,,5,5,,,,2,2,2,1,130,7,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,,,1,,,1,4,4,4,4,4,,,5,5,5,5,1,8,8,2,2,2,3,,,,,2,2,2,5,1,2,2,1,3,1,5,5,3,1,1,1,5,0,3,0,2017,1,4,,2,5,8100,,,1,7,12,1,2,,2,2,,,,,2221,2221,,1,1,,3,3,,1,14,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,2,5,1,1,"NE",2,"fr",8100,4,60319.707,12,3,30.335687,12.006487,15.574128,13.487806,21.40585,6.171646,4.9491673,,1.86071679342082,1.16102227495341,1.74123610989194,1.08647050248907,1,1,1,1,1,1,1,1,1
3061,1,0,10/28/2019 20:02:38,10/28/2019 20:24:02,21.3833333333333,1,,3,1971,48,4,1,21,2,3,2,4,4,3,2,47,16,30,5,50,16,30,5,2,4,3,3,4,4,4,4,4,3,2,4,4,4,4,2,2,3,2,4,4,4,,,,,,1,4,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,5,,4,2,1,1,1,1,1,,0,0,0,,0,,,,0,0,0,,,,,,,,1,1,21,30,5,4,3,5,4,8,0,3,4,0,,,6,6,6,6,6,7,5,2,9,4,7,5,9,,4,2,2,1,30,5,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,9,,,,,,,,,,,2,8218,8218,1,1,1,1,1,1,1,,6,7,6,7,7,8,8,,2,,2,,,,,4,4,3,4,2,3,4,2,4,2,5,2,3,1,1,1,2,0,2,0,1977,1,2,,,3,8218,,,2,4,12,1,1,,2,2,,,,,2356,2356,,2,2,,6,6,,3,14,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,2,7,1,1,"TI",7,"it",8100,2,87092.218,12,2,38.657909,13.14797,13.916962,20.339924,11.138957,13.984718,1.0122614,,0.340904815527355,0.212712695379339,0.323466819676637,0.201831995164876,1,1,1,0.738516082,0.87385185,0.645353644510452,1,1,1
3062,2,0,,,,,251119,1,1963,56,5,1,2,4,4,,,,,,,,,,,,,,4,4,4,4,4,4,1,3,1,3,3,1,1,3,1,1,1,3,2,2,1,2,,,,,,0,,2,1,2,2,2,2,2,2,2,2,2,2,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,,,2,8313,8313,1,,,,,,,,,,,,,,8,,,,4,,,,,3,5,1,2,2,4,5,2,5,5,5,2,,0,,0,,0,1,0,1990,1,4,1,2,,8313,,,2,4,3,,4,,1,1,,,,,5131,5131,,,,,9,9,,1,16,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,5,3,3,1,"BE",2,"de",8313,4,72715.978,11,1,24.870223,9.4772896,28.710927,7.617384,25.244401,2.0306459,13.489517,4.2156775,1.93056115734379,3.82704202204893,1.93056115734379,3.82704202204893,1,1,1,1,1,1,1,1,1
3063,1,1,10/27/2019 13:43:39,10/27/2019 14:10:00,26.35,1,,2,1975,44,3,1,25,2,4,1,4,4,2,3,33,4,50,6,44,5,30,5,1,,4,4,,,4,,,,,,,,,,,2,2,2,3,,4,,,,4,1,1,,,,,,,,,,,,,,,2,2,,3,2,1,,3,,2,,3,,1,,2,,1,,3,,1,,3,,3,,3,,2,,1,4,2,2,50,6,,,7,1,1,,,,,,,,,,,,,,,,,,,169,50,6,171,30,5,1,1,25,30,5,,,2,0,7,0,9,7,0,,0,,,,,,8,6,1,10,1,4,5,,7,4,2,1,,50,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,1,0,0,0,,,1,,,1,2,2,4,4,4,,,5,9,7,7,2,9,5,2,2,2,3,10,2,30,5,3,4,4,4,1,3,2,1,5,1,4,5,3,1,3,0,,0,4,1,1975,1,4,,2,2,8100,,,1,6,13,2,1,,1,1,,,,,1345,1345,,2,2,,6,6,,1,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,15,1,1,"GE",1,"fr",,,82240.128,11,3,37.296286,10.887089,14.669843,14.730824,28.699381,7.7713197,5.2120057,0.47641734,0.142744365078352,0.0890674970344977,0.10296648916898,0.0642474921071447,1,1,1,1,1,1,0.582254109,0.81939259,0.477094702411652
3064,1,0,10/31/2019 14:55:37,10/31/2019 15:19:41,24.0666666666667,1,,1,1972,47,4,2,1,2,2,2,4,4,2,3,6,8,40,1,75,14,40,1,2,5,2,3,5,1,4,4,2,1,4,1,3,1,1,3,2,2,3,3,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,,,2,2,1,1,2,,,,,,,,,,,,,,,2,4,40,1,993,993,9,1,1,1,40,1,5,5,4,0,0,10,0,0,4,,,5,6,5,5,5,8,5,0,10,2,3,8,,,9,3,1,,40,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,,,1,,,1,1,1,4,4,4,,,2,2,2,4,10,2,8,1,2,2,2,40,1,40,1,2,5,4,2,3,2,2,3,2,4,2,2,4,0,3,0,3,0,4,1,1972,1,4,,2,1,8100,,,1,6,7,,6,2,1,,1,,,,3118,,3118,1,,1,5,,5,2,6,3,2,8,,1,3,,2100,2100,,1,5,5,3,1,,,,,,,,,,,,,,6,3,2,9,1,2,"ZH",4,"de",8100,4,95865.787,22,6,18.867139,44.726442,8.3077193,11.24528,7.4602617,3.4293493,13.664705,2.6082375,1.11877245644945,0.698074928508691,1.41879150350834,0.885276332708029,0.581216356,1.403554054,0.815768572714907,1,1,1,1,1,1
3065,1,0,10/21/2019 17:43:44,10/21/2019 18:02:15,18.5,1,,1,1992,27,2,1,1,3,4,4,4,4,3,4,,,,,,,,,4,2,2,4,2,2,1,2,2,1,2,2,3,2,3,1,2,2,2,4,4,1,,,,,,0,,1,2,2,1,2,2,2,2,2,1,2,2,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,3,3,4,4,2,4,4,4,4,,,,,,,,2,6,3,7,3,1,6,,,6,2,2,2,,,,4,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,,,1,,,2,2,2,2,3,3,,,6,7,0,6,6,0,7,,,2,3,,,,,4,5,5,2,2,1,3,2,5,1,4,3,3,1,1,1,3,0,3,0,1992,4,2,1,,1,8100,8218,,7,,12,1,1,,3,3,,,,,2500,2500,,2,2,,14,14,,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,6,1,1,"ZH",4,"de",8100,2,81738.866,22,6,9.0665476,37.297653,9.1580297,11.906825,10.028077,3.4143298,13.660785,2.381365,1.11877245644945,2.21779516678658,1.11877245644945,2.21779516678658,2.360181589,1,2.360181589,1,1,1,1,1,1
3066,1,0,11/30/2019 19:44:58,11/30/2019 20:04:33,19.5666666666667,1,,1,1970,49,4,1,20,1,4,1,2,2,1,1,107,12,30,5,46,3,30,5,1,4,4,4,4,2,1,2,5,1,1,5,5,4,4,3,2,2,2,2,3,4,,,,,,1,3,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,2,2,,,1,0,0,1,0,0,1,0,,,,0,0,,0,1,108,30,5,105,50,6,2,1,20,30,5,5,5,2,4,10,0,10,10,1,,,,,,,,9,5,0,10,1,2,9,,,0,2,1,,30,5,3,2,1,0,1,0,0,0,1,1,1,1,0,0,1,7,1,0,0,1,1,0,0,0,,,1,,,1,1,4,4,4,3,,,8,1,7,7,2,8,3,2,2,2,2,20,3,20,3,4,3,2,1,2,2,2,1,3,1,5,2,3,1,1,1,3,0,4,1,2006,1,3,,1,1,8100,,,2,7,13,2,2,,1,1,,,,,1345,1345,,2,2,,6,6,,3,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,14,1,2,"TG",5,"de",8100,4,76609.814,32,6,36.299009,26.302946,14.92069,13.282203,11.521701,15.635349,10.318982,1.9173784,2.59311807308938,1.61801508702789,2.46047464847538,1.53525022396679,1,1,1,1,1,1,1,1,1
3067,1,0,10/21/2019 18:48:53,10/21/2019 19:53:28,64.5666666666667,1,,1,1941,78,7,1,2,2,1,1,2,4,3,2,33,4,60,4,101,5,60,4,2,3,2,1,3,2,1,3,2,1,3,3,2,1,1,1,1,3,2,2,2,4,,,,,,1,1,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,7,,,,2,2,1,,1,1,1,1,0,0,1,,,,,1,0,0,0,2,22,30,5,21,70,7,1,1,2,70,7,3,3,1,5,1,0,1,6,10,,,8,9,8,5,5,10,9,0,10,0,5,8,,,8,2,1,,70,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,1,,,1,,,1,1,,,,,,,6,9,8,7,9,9,9,2,2,2,3,,,,,3,2,4,4,4,2,3,2,2,2,3,2,3,1,1,1,4,0,4,1,,1,2,,,1,8100,,,1,5,10,,7,1,2,,2,,,,7411,,7411,2,,2,11,,11,3,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,7,1,1,"BE",2,"de",8100,2,72321.068,21,4,16.9848,25.475223,17.05807,11.93978,12.682757,2.192001,9.362169,10.085594,1.93056115734379,1.20460271802849,1.80659561487686,1.12725255026536,1,1,1,1,1,1,1,1,1
