userid;langint;imode;indate_paper;language_paper;intstart;intend;Finished;Completion_Rate;totaltime;UserLanguage;sex;birthyear;age;agecat;f10000;f10100;f12700c;f12700rec;f12720rec;f12720main6;f12730c;f12730rec;f12740rec;f12740main6;Q03;Q04a;Q04b;Q04c;Q04d;Q05a;Q05b;Q05c;Q06;f12800a;f12800b;f12800c;f12800g;f12800j;f12800l;f12800m;Q08a;Q08b;f14610;f14620;f15656;f13306;f13660a;f13660b;f13660c;f13660d;f13660e;f13660f;f13660g;f13660i;f13660j;f13660k;f13660l;f13660m;f13660n;Q02a;Q02b;Q02c;Q02d;Q02e;Q02f;Q02g;f11100;f11100rec;f11700;f11301;f11302;f11303;f11304;f11305;f11306;f11307;f11308;f11309;f11310;f11311;f11312;f11400rec;f11400main6;f11600;f11605;f11800rec;f11800main6;f11800ZH;f11800TI;f11800GE;f11805;f11810rec;f11810rec_other;f11900;f12010;f12020a;f12020b;f12020c;f12025;f12030a;f12030b;f12030c;f12030d;f12030e;f12030f;f12030h;f12030i;f12030j;f12030k;f12030l;f12030m;f12030n;f12030o;f12301;f12301p;f12301pmain6;f12302;f12302p;f12302pmain6;f13741;f13742;Q12;Q13;f10200;f10200rec;f10250;f10300rec;f10300main7_combined;Q15;f15130a;f15130c;f15130d;f15130e;f15130f;f15130h;f15130i;f15130j;f15200;f13700;f14000;f14050;f14010rec;f14010main6;f14070;Q24;Q25a;Q25b;Q26b;Q27a;Q27b;Q27c;f12500;n13_030a1;n13_030a2;n13_030a3;n13_030a4;n13_030b1;n13_030b2;n13_030b3;n13_030b4;n13_030c1;n13_030c2;n13_030c3;n13_030c4;n13_030d1;n13_030d2;n13_030d3;n13_030d4;n13_030e1;n13_030e2;n13_030e3;n13_030e4;n13_030f1;n13_030f2;n13_030f3;n13_030f4;n13_030g1;n13_030g2;n13_030g3;n13_030g4;f14081rec;f14081main6;f14400a;f14400c;f14400d;f14400e;f14400f;f14400h;f14400i;f14400j;f12026;f13322;f12900rec;f12900main7_combined;f12905rec;f12905main7_combined;f15420;f15430;f15435;f15440;f15470;f15480;f15485;f15811;f15815;f15816;f15817;f15900;f15900rec;f16300;f16300rec;f16312;f16312rec;f16313;f16313rec;f16314;f16314rec;f20300;E11;f20500;f20700;f20710;f20221;f20221_det;f20210rec1;f20210rec2;f20210rec3;f20212;f20213;f20760;f20900;f21310;E6b_lev;f21400;f26100;f21500_f24900;f21500;f24900;f21550_f24950;f21550;f24950;ISCO08prof_r_2dig;ISCO08prof_r_pre_2dig;ISCO08prof_r_pst_2dig;f21700_f25100;f21700;f25100;f21750_f25150;f21750;f25150;f21800;f21910;E6b_lev_partner;f22000_f22400;f22100_f22500;f22150_f22550;ISCO08prof_p_2dig;ISCO08prof_p_pre_2dig;ISCO08prof_p_pst_2dig;f22300_f22700;f22350_f22750;f22910;E6b_lev_main_earner;f23000_f23400;f23100_f23500;f23150_f23550;ISCO08prof_me_2dig;ISCO08prof_me_pre_2dig;ISCO08prof_me_pst_2dig;f23300_f23700;f23350_f23750;f28910;f29100;f21200;class16_r;class8_r;class5_r;class16_p;class8_p;class5_p;class16_h;class8_h;class5_h;class16;class8;class5;birthcountry_sample;hhsize_sample;lingreg_sample;canton_sample;bigregion_sample;smt3;smt9;msize;weight_d;weight_d_t;weight_d_p;weight_tot;weight_t_zh;weight_p_zh;weight_tot_zh;weight_t_ti;weight_p_ti;weight_tot_ti;weight_t_ge;weight_p_ge;weight_tot_ge
3301;2;1; ; ;10/23/2023 15:10:56;10/23/2023 15:39:20;1;2;28,3833333333333;FR;2;1961;62;5;26;2;6;8;110;350;17;4;30;30;4;5;3;2;2;1;2;2;8;3;3;2;3;3;2;1;3;3;3;2;3;3;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;5;5;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;110;350; ; ; ;Parce que c'est le parti le plus proche de mes valeurs; ;                                 -999,00;3;2;-99;1;1;2;0;0;0;1;0;0; ; ;0; ; ;0;0;0;174;30;30;175;30;30;3; ;98;1;5;1;26;30;30;3;8;3;10;98;6; ; ;6;4;3;1; ;30;30;2;3;5;5;3;98;3;3;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0; ; ;1;9;0;5;4; ; ;7;2;2;40;40;40;40;4;2;3;4;2;1;3;2;3;3;1;3;1;1;1;2;0;4;1;1;1;1989;1;2; ; ;2;48;8100; ; ;8100;8100;1;6;12;1;2; ;1;1; ; ; ; ;23;23; ;2;2; ;6;6; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;2;14;7;2; ; ; ; ; ; ;14;7;2;8100;2;fr;JU;2;2;22;6;,673507362874369;,47043935000215;,670011294120518;,467997374750231;1;1;1;1;1;1;1;1;1
3302;2;1; ; ;10/23/2023 12:24:13;10/23/2023 12:56:41;1;2;32,45;FR;2;1992;31;2;23;3;37;2;998;998;-99;-99; ; ;2;5;4;2;4;1;2;4;7;3;3;3;3;3;2;2;3;1;1;2;1;3;1;0;1;0;0;1;0;1;1;-99;0;0;0;1;0;1;0;0;0; ;2;0; ;2;2;1;2;2;2;2;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;2;3;0; ; ; ;3;10;98;10;98;98; ; ;10;98;3;0;1;30;30;2;2;5;5;2;1;2;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;2;6;0;1;1; ; ;1;98;2;501;-99;501;-99;2;3;3;2;3;1;2;1;3;3;4;98;0;98;0;98;0;4;1;98;0;2002;1;3; ;1;5;132;8231; ; ;8231;8231;2;2;12;1;2; ;3;3; ; ; ; ;34;34; ;1;1; ;9;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;1;14;7;2; ; ; ; ; ; ;14;7;2;8231;3;fr;VS;1;1;12;5;1,42887337920939;2,29559282932592;1,42887337920939;2,29559282932592;1;1;1;1;1;1;1;1;1
3303;2;1; ; ;10/28/2023 18:12:45;10/28/2023 18:54:52;1;2;42,1;FR;1;1996;27;2;25;4;6;8;40;40;109;12;40;40;4;5;5;2;3;4;1;2;8;1;2;3;3;1;1;1;1;1;4;3;3;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0; ;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;40;40; ; ;40;Adéquation entre la ligne du parti et mes convictions; ;                                 -999,00;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161;40;40;163;10;10;4; ;3;1;5;1;25;40;40;3;5;0;10;0;0; ;0;0;10;3;1; ;40;40;3;3;5;5;3;1;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0; ; ;0;0;10;0;0; ;0;0;1;3;40;40;10;10;1;5;5;5;5;5;5;3;2;1;1;3;1;1;1;1;1;4;1;1;1;1996;4;1; ; ;2;48;8100;8215; ;8215;8100;2;4;13;2;1; ;3;3; ; ; ; ;26;26; ;1;1; ;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1;3;9;5;1; ; ; ; ; ; ;9;5;1;8100;6;fr;GE;1;1;11;6;,372996194324858;,260534771977234;,410468313207989;,286708738621563;1;1;1;1;1;1;,665520953;1,091207547;,726221486600232
3304;1;1; ; ;10/23/2023 17:33:46;10/23/2023 17:59:55;1;2;26,15;DE;1;1958;65;6;13;2;13;13;-99;-99;1;16; ; ;2;5;2;2;1;-99;1;-99;4;-99;-99;-99;2;-99;-99;2;3;-99;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;0; ;2;1;2;2;2;2;2;2;2;2;2;2;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;98;3;2;0; ; ; ;3;98;-99;-99;-99;-99; ; ;-99;-99;3;0;0; ; ; ;3;-99;98;3;2;-99;-99;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99; ; ;0;-99;-99;-99;-99; ; ;-99;98;1;40;40;998;998;-99;-99;-99;-99;3;2;4;2;4;3;4;5;0;-99;-99;-99;-99;-99;-99;98;0;1987;3;2;1; ;1;33;8100; ; ;8100;8100;1;2;10; ;7;1;3; ;3; ; ; ;13; ;13;1; ;1;5; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;2;de;BL;3;1;11;4;1,09710028385927;1,76257433396392;1,09710028385927;1,76257433396392;1;1;1;1;1;1;1;1;1
3305;2;2;11/23/2023;FR; ; ; ; ; ; ;2;1994;29;2;25;2;33;4;50;50;61;4;50;50;4;5;4;4;2;1;4;5;8;4;4;-99;4;4;3;2;4;4;2;2;3;3;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;4; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;30;30; ; ;30; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;169;140;350;172;140;350;4; ;4;3;4;1;25;30;30;3;8;0;10;7;8; ;10;8;1;4;0;-99; ; ; ; ;5;5;3;4;2;4;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;3;10;0;5;1; ;0;1;2;3;30;30;30;30;5;4;4;2;1;1;2;1;4;4;4;4;0;2;0;98;0;4;1; ; ;2002;4;3;0;1;2;48;8100; ; ;8100;8212;2;2;8; ;2; ;2;2; ; ; ; ;24;24; ;4;4; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;1;1;9;5;1; ; ; ; ; ; ;9;5;1;8100;3;fr;GE;1;1;11;1;,372996194324858;,260534771977234;,323234815411629;,225776858342492;1;1;1;1;1;1;,665520953;,747870968;,497723799344392
3306;2;1; ; ;10/24/2023 6:30:13;10/24/2023 6:48:30;1;2;18,2833333333333;FR;1;2002;21;1;23;3;69;9;10;10;1;16;998;998;4;4;3;2;4;2;3;4;10;3;3;3;3;3;3;2;3;3;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;0; ;2;2;2;2;2;2;1;2;2;2;2;1;998;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;98;1; ;3; ; ; ;3;7;1;9;2;2; ; ;5;6;4;0;0; ; ; ;3;5;98;3;2;3;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;8;8;8;8;8; ; ;8;98;2;501;-99;501;-99;4;4;4;2;4;2;2;1;3;4;2;3;1;1;1;1;1;4;1;4;0;2002;4;3;0;0;2;48;8227;8204; ;8227;8204;2;2;9; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;1;1; ;25;25; ;2;3;6;2;2; ; ; ; ; ; ;5;3;1;5;3;1;8100;3;fr;VS;1;1;13;6;1,42887337920939;2,29559282932592;1,42887337920939;2,29559282932592;1;1;1;1;1;1;1;1;1
3307;1;1; ; ;11/8/2023 17:27:56;11/8/2023 17:53:12;1;2;25,2666666666667;DE;2;1976;47;4;17;3;17;4;60;60;13;13;30;30;5;4;4;4;2;2;1;2;9;3;3;3;3;3;3;2;3;3;2;2;3;3;0;0;0;0;0;0;1;1;1;1;1;0;1;4;0;3;5;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;60;60; ; ; ;Stimmt mitt meiner Denkweise am ehesten überein; ;                                 -999,00;2;2;1;1;1;2;0;1;0;0;0; ; ; ;0;0;0;0;0;0;95;21;21;93;60;60;2; ;2;2;5;1;17;60;60;4;5;1;10;4;5; ; ;5;4;3;0;0; ; ; ;3;3;2;3;4;3;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0; ; ;1;5;0;4;10; ; ;7;98;2;20;21;20;21;3;2;2;2;2;3;2;2;3;3;3;3;1;4;0;4;0;4;1;4;0;2005;1;4; ;1;1;33;8100; ; ;8229;8100;2;3;5; ;2; ;3;3; ; ; ; ;41;41; ;1;1; ;1;1; ;2;10; ;1;4;2;44;44; ; ;14; ; ; ; ; ; ; ; ; ; ;12;1;2;11;6;4;3;2;3; ; ; ;11;6;4;8100;4;de;SG;5;1;12;5;1,81208035485414;1,2657232144443;1,72571381732586;1,2053968987774;1;1;1;1;1;1;1;1;1
3308;1;1; ; ;10/23/2023 17:30:24;10/23/2023 22:04:02;1;2;273,633333333333;DE;1;1985;38;3;1;3;70;14;30;30;19;13;30;30;4;4;3;3;3;3;4;4;10;3;2;3;4;4;3;2;3;3;2;3;3;3;1;0;0;0;0;1;-99;1;1;1;0;0;0;2;0;0;2;0;2; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;30;30;30; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;30;30;6;60;60;2; ;2;1;5;1;1;60;60;4;8;2;10;1;4; ; ;5;3;3;1; ;30;30;2;2;5;5;3;98;98;2;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;9;1;2;5; ; ;5;98;3;40;40;998;998;3;4;2;2;2;3;2;3;3;3;3;3;1;1;1;3;0;4;1;1;1;2007;1;3; ;1;1;33;8100; ; ;8100;8100;8; ;5; ;1; ;2;2; ; ; ; ;31;31; ;1;1; ;10;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;1;6;3;2; ; ; ; ; ; ;6;3;2;8100;3;de;ZH;4;1;11;3;1,58514417003766;1,10721015703479;1,37367027063203;,959497378730143;,669342457;,889044944;,595075527200387;1;1;1;1;1;1
3309;1;2;12/11/2023;DE; ; ; ; ; ; ;2;1960;63;5;7;2;10;6;10;10;6;8;10;10;4;3;3;2;1;1;2;4;5;3;3;3;2;2;2;1;3;3;1;1;1;2;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;-99;0;0;0; ;2;0; ;2;1;2;2;2;2;2;2;2;2;2;2;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;2;0; ; ; ;4;98;98;98;98;98; ; ;98;98;3;1; ;-99;-99; ; ;5;5;3;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;1;0;2;2; ; ;1;2;1;998;998;998;998;1;4;4;2;3;2;4;3;3;2;3;98;0;98;0;98;0;2;0; ; ;1960;3;1; ; ;1;33;8100; ; ;8100;8100;2;2;5; ;1; ;3;3; ; ; ; ;-99;-99; ;1;1; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1; ; ; ; ; ; ; ; ; ; ; ; ;8100;1;de;NW;6;2;21;5;,29684687590554;,476906890177774;,29684687590554;,476906890177774;1;1;1;1;1;1;1;1;1
3310;2;1; ; ;11/3/2023 14:42:14;11/3/2023 15:36:48;1;2;54,55;FR;2;1947;76;7;24;3;8;5;30;30;19;13;30;30;4;5;2;4;1;2;4;3;10;3;3;3;3;4;3;2;3;4;2;2;3;4;0;0;0;0;0;0;0;1;0;1;0;0;1;4;0;5;7;0;0; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;50;50; ; ; ;nombreux problemes de pollution et manque de respect pour la terre et la nature; ;                                 -999,00;3;2;2;2;1;2;1;0;0;0; ;0; ; ;0;0;0;0;0;0;156;30;30;160;50;50;3; ;3;1;5;1;24;60;60;3;8;3;10;2;4; ; ;6;5;3;0;1;60;60;2;2;5;5;3;3;4;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0; ; ;1;-99;2;10;9; ; ;1;2;3;10;10;501;-99;3;2;3;2;1;4;2;3;4;3;4;2;0;1;1;4;0;2;0;1;1;1990;1;2; ; ;2;48;8100; ; ;8100;8100;8; ;7; ;7;3;4; ;4;4; ;4;-99; ;-99; ; ; ;3; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;1;2; ; ; ; ; ; ; ; ; ; ; ; ;8100;2;fr;NE;2;1;12;3;,942917717210191;,658620265258506;1,19943641602286;,837796465230266;1;1;1;1;1;1;1;1;1
3311;1;1; ; ;11/3/2023 18:49:00;11/3/2023 19:15:31;1;2;26,5;DE;1;1993;30;2;2;2;110;9;21;21;85;2;10;10;4;4;4;3;5;4;4;2;5;3;3;2;3;3;2;1;3;2;4;4;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;1;0; ;1;2;2;2;2;1;2;2;2;2;2;2;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;2;0; ; ; ;3;6;1;9;2;6; ; ;5;8;3;0;1;10;10;1;-99;5;5;3;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;10;0;10;0;5; ; ;10;98;3;10;10;10;10;2;5;5;4;4;5;2;3;3;2;3;3;1;1;1;4;0;4;1;1;1;1993;1;5; ;3;1;33;8100; ; ;8100;8100;1;2;11;1;1; ;2;2; ; ; ; ;21;21; ;1;1; ;5;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;1;5;3;1; ; ; ; ; ; ;5;3;1;8100;5;de;BE;2;1;13;6;1,54525443822061;2,48256777645758;1,54525443822061;2,48256777645758;1;1;1;1;1;1;1;1;1
3312;1;1; ; ;11/28/2023 16:12:06;11/28/2023 17:00:22;1;2;48,2666666666667;DE;1;1961;62;5;10;3;5;8;40;40;31;6;30;30;4;4;4;1;4;1;2;4;2;1;2;2;1;1;2;1;1;1;1;2;2;3;-99;0;0;0;0;0;0;-99;1;1;0;0;1;0;0;0;1;0;0; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;40;40; ; ; ;Für eine sozial gerechte Schweiz wo aber jeder dazu beitragen muss .; ;                                 -999,00;2;2;-99;1;1;2;0;1;0; ;0;0; ; ;0;0;0;0;0;0;67;30;30;66;40;40;2; ;2;2;5;1;10;40;40;5;98;0;5;0;0; ; ;5;5;2;0;1;40;40;1;-99;98;98;2;3;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;1;10;2;0; ; ;5;2;2;40;40;40;40;1;5;5;3;1;1;4;1;4;1;4;3;1;1;1;5;0;4;1;1;1;2000;1;6; ;-99;1;33;8100; ; ;8100;8100;1;2;10; ;4; ;4;4; ;3;3; ;13;13; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;2;2;3;2;3; ; ; ; ; ; ;3;2;3;8100;3;fr;FR;2;2;21;5;1,65778374780222;1,15794830427961;1,82432879739075;1,27427865075144;1;1;1;1;1;1;1;1;1
3313;1;1; ; ;11/5/2023 22:56:44;11/5/2023 23:19:28;1;2;22,7166666666667;DE;1;1988;35;3;21;3;33;4;998;998;1;16;998;998;4;3;4;1;3;2;4;3;7;2;2;2;3;3;3;1;2;2;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0; ;4;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;50;50; ;50; ;Die Kandidaten waren Wissenschaftler; ;                                 -999,00;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;121;50;50;997;997;997;2; ;3;3;5;1;1;998;998;1;8;2;9;1;5;10; ;5;3;2;0;1;50;50;2;2;98;98;3;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ;0;10;0;10;5;0; ;0;98;2;998;998;998;998;3;2;2;2;1;1;3;3;2;3;3;3;1;1;1;2;0;2;0;1;1;2021;4;2;1; ;3;73;8100; ; ;8100;8100;8; ;13;2;2; ;3;3; ; ; ; ;25;25; ;1;1; ;14;14; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1;5;3;1; ; ; ; ; ; ;5;3;1;8100;2;it;TI;7;1;12;5;,303860286532778;,212243909372987;,386524811654707;,269984399841613;1;1;1;,749547555;1,539086957;1,15361886555174;1;1;1
3314;1;1; ; ;10/23/2023 17:33:02;10/23/2023 18:38:05;1;2;65,0333333333333;DE;1;1950;73;6;6;3;96;17;10;10;6;8;10;10;5;5;5;2;4;4;3;4;9;3;3;3;3;2;2;1;3;3;2;3;2;4;-99;1;0;0;0;1;0;1;0;1;0;0;0;1;0;3;2;0;0; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;993;-99; ; ; ; ;9;zuwenig Auswahl;-99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3;1;5;1;6;40;40;5;8;0;9;3;5; ; ;3;7;3;1; ;10;10;2;3;5;5;2;3;4;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-99;-99;-99;-99;-99;-99;-99;-99;0;0;1;0; ; ;8;0;8;2;4; ; ;0;2;3;30;30;501;-99;1;4;5;4;3;4;3;3;1;1;3;5;0;1;1;98;0;4;1;1;1;2018;3;1; ; ;1;33;8100; ; ;8100;8100;8; ;7; ;7;1;4; ;4;8; ;8;71; ;71; ; ; ;5; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1;1;3;2;3; ; ; ; ; ; ;3;2;3;8100;1;de;OW;6;3;32;5;,228058825844091;,159297212927961;,228058825844091;,159297212927961;1;1;1;1;1;1;1;1;1
3315;1;1; ; ;11/14/2023 16:40:24;11/14/2023 17:22:20;1;2;41,9166666666667;DE;2;1981;42;3;6;3;110;9;30;30;71;1;50;50;4;4;4;2;1;4;2;4;9;3;3;3;3;3;2;1;-99;1;2;3;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0; ;3;0; ;2;2;2;1;2;1;2;2;2;2;2;2;30;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;98;2;4;1;6;998;998;5;1;1;8;1;1; ; ;4;1;3;1; ;30;30;2;3;3;5;2;2;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ;4;10;1;9;9; ; ;4;98;2;998;998;998;998;4;5;3;4;1;1;4;1;4;3;3;2;0;98;0;98;0;4;1;1;1;2007;4;2;1; ;1;33;8100; ; ;8100;8100;2;2;10; ;2; ;3;3; ; ; ; ;53;53; ;1;1; ;3;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;1;1;16;8;5; ; ; ; ; ; ;16;8;5;8100;2;de;OW;6;2;31;5;,228058825844091;,366393700722354;,228058825844091;,366393700722354;1;1;1;1;1;1;1;1;1
3316;1;1; ; ;11/7/2023 21:00:09;11/7/2023 21:49:41;1;2;49,5166666666667;DE;2;1969;54;4;2;3;6;8;40;40;96;17;998;998;3;5;5;4;5;4;1;4;7;2;3;3;2;3;1;1;1;3;1;1;2;3;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;3;6;0;6; ;4;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;40;40; ; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26;40;40;18;10;10;3; ;4;1;3;0; ; ; ;5;98;98;8;1;1; ; ;98;8;3;1; ;40;40;2;1;1;1;3;1;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;4;2;8;0;0; ; ;4;1;1;998;998;998;998;2;5;5;5;5;3;5;2;4;1;3;3;1;98;0;2;0;4;1;1;1;1993;1;2; ; ;1;33;8100; ; ;8100;8100;8; ;5; ;2; ;1;1; ; ; ; ;51;51; ;1;1; ;13;13; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;1;15;8;4; ; ; ; ; ; ;15;8;4;8100;1;de;BE;2;1;12;6;1,54525443822061;1,07934750765307;1,70049451545115;1,18778142397277;1;1;1;1;1;1;1;1;1
3317;1;1; ; ;11/3/2023 16:00:33;11/3/2023 16:13:43;0;1;13,1666666666667;DE;1;2000;23;1;19;2;110;9;21;21;11;8;40;40;3;4;3;1;2;2;2;2;7;3;3;3;3;3;2;1;3;3;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;2;0; ;2;1;1;2;2;2;2;2;2;2;2;2;40;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;98;1;2;0; ; ; ;1;98;98;98;98;98; ; ;98;98;4;0;0; ; ; ;3;1;1;98;4;5;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0;0; ; ;0;1;1;40;40;40;40;3;3;3;3;3;3;2;4;1;-99;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-99;-99;-99; ; ; ; ; ; ; ; ; ; ; ; ;8100;4;de;AG;3;2;21;5;1,76652879708526;2,83806171938794;1,76652879708526;2,83806171938794;1;1;1;1;1;1;1;1;1
