userid,imode,sample_group,intstart,intend,totaltime,finished,indate,spr,birthyear,age,agecat,sex,f10000,f10100,f13400a,f13400b,f13400c,f13400d,f13400e,f13400f,f12700c,f12700rec,f12720rec,f12720main6,f12730c,f12730rec,f12740rec,f12740main6,q03,q04a,q04b,q04c,q04d,q04e,q04f,q04g,q05b,q05a,q05c,q05d,q05e,q06a,q06b,q06c,q06d,q07,q09,f14610,f15656,f11100,exp_ge,q_e1,q_e2,q_e3,q_e4,f11100rec,f11700,f11301,f11302,f11303,f11304,f11305,f11306,f11307,f11308,f11309,f11310,f11311,f11312,f11400rec,f11400main6,q1,q2,f11600,f11605,q3,q9a_web,q9a_paper,q9b_web,q9b_paper,q9c_web,q9c_paper,q9d_web,q9d_paper,q4a_web,q4a_paper,q4b_web,q4b_paper,q4c_web,q4c_paper,q4d_web,q4d_paper,q4e_web,q4e_paper,q4f_web,q4f_paper,q4g_web,q4g_paper,q4h_web,q4h_paper,q4i_web,q4i_paper,q5,q6,q7,q8,f11800rec,f11800main6,f11800zh,f11800ti,f11800ge,f11900,f12010,f12021,f12022,f12023,f12030a,f12030b,f12030c,f12030d,f12030e,f12030f,f12030g,f12030h,f12030i,f12030j,f12030k,f12030l,f12030m,f12030o,f12025,f12301,f12301p,f12301pmain6,f12302,f12302p,f12302pmain6,f10200,f10200rec,f10250,f10300rec,f10300main6,q14a,q14b,f14400a,f14400b,f14400c,f14400d,f14400e,f14400f,f14400g,f14400h,f14400i,q16a,q16b,q16c,q16d,q16e,f15130a,f15130b,f15130c,f15130d,f15130e,f15130f,f15130g,f15130h,f15130i,f15200,f13700,f14000,f14050,f14010rec,f14010main6,f14070,f13306,f13660a,f13660b,f13660c,f13660d,f13660e,f13660f,f13660g,f13660i,f13660j,f13660k,f13660l,f13660m,f13660n,f12500,f14079a,f14079b,f14079c,f14079d,f14079e,f14079f,f14079g,f14079h,f14081rec,f14081main6,f20211,f20212,f20213,f21000a,f21000b,f21000c,f21000d,f21000e,f21000f,f21000g,f21000h,f21010a,f21010b,f21010c,f21010d,f21010e,f21010f,f21010g,f12026,f21020,f21030,f13322,f12900rec,f12900main6,f12905rec,f12905main6,f15420,f15430,f15435,f15440,f15470,f15480,f15485,f15810,f15811,f15812,f15813,q08,f15900,f15900rec,f16300,f16300rec,f16312,f16312rec,f16313,f16313rec,f20300,e11,f20500,f20700,f20710,f20221,f20210rec1,f20210rec2,f20210rec3,f20760,f20900,f21310,e6b_lev,f21400,f26100,f21500_f24900,f21500,f24900,f21550_f24950,f21550,f24950,isco08prof_r,isco08prof_r_pre,isco08prof_r_pst,f21700_f25100,f21700,f25100,f21750_f25150,f21750,f25150,f21800,class16_r,class8_r,class5_r,f21910,e6b_lev_partner,f22000_f22400,f22100_f22500,f22150_f22550,isco08prof_p,isco08prof_p_pre,isco08prof_p_pst,f22300_f22700,f22350_f22750,class16_p,class8_p,class5_p,f22910,e6b_lev_main_earner,f23000_f23400,f23100_f23500,f23150_f23550,isco08prof_me,isco08prof_me_pre,isco08prof_me_pst,f23300_f23700,f23350_f23750,class16_h,class8_h,class5_h,class16,class8,class5,f28910,f29100,f21200,canton_sample,bigregion_sample,lingreg_sample,birthcountry_sample,hhsize_sample,taxableincome,smt9,msize,foreigners,msvp,msp,mfdp,mgps,mcvp,mglp,mbdp,weight_d,weight_d_t,weight_d_p,weight_tot,weight_t_zh,weight_p_zh,weight_tot_zh,weight_t_ti,weight_p_ti,weight_tot_ti,weight_t_ge,weight_p_ge,weight_tot_ge,year
2620,1,0,10/23/2019 21:04:43,10/23/2019 21:33:07,28.3833333333333,1.0,,1,1961,58,5,1,2,1.0,3.0,1.0,4.0,4.0,4.0,3.0,8.0,5.0,50.0,6.0,17.0,4.0,50.0,6.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,22.0,30.0,5.0,19.0,50.0,6.0,1.0,1.0,2.0,50.0,6.0,4.0,3.0,2.0,3.0,10.0,0.0,10.0,4.0,4.0,,,4.0,7.0,9.0,0.0,9.0,8.0,7.0,2.0,10.0,2.0,6.0,6.0,,,2.0,2.0,2.0,1.0,50.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1.0,,,2.0,2.0,3.0,4.0,4.0,3.0,,,8.0,4.0,8.0,4.0,4.0,8.0,1.0,,,,3.0,40.0,1.0,40.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2000.0,1.0,2.0,,,5.0,8100.0,,,1.0,6.0,13.0,2.0,2.0,,2.0,2.0,,,,,2632.0,2632.0,,4.0,4.0,,13.0,13.0,,1.0,13.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,1.0,7.0,2.0,1.0,BE,2,de,8100.0,2.0,63626.651,11.0,4.0,30.009577,21.991275,21.019015,8.2407371,14.198521,3.9565319,10.452287,9.278532,1.93056115734379,1.20460271802849,1.39258109690412,0.868921954647552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2621,1,0,10/23/2019 09:49:34,10/23/2019 10:30:46,41.1833333333333,1.0,,1,1957,62,5,1,1,1.0,1.0,1.0,4.0,1.0,4.0,4.0,17.0,4.0,60.0,4.0,8.0,5.0,30.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,4.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,30.0,5.0,7.0,10.0,2.0,1.0,1.0,1.0,60.0,4.0,4.0,5.0,3.0,1.0,8.0,1.0,10.0,10.0,3.0,,,9.0,8.0,8.0,8.0,10.0,8.0,5.0,3.0,10.0,3.0,4.0,,,,3.0,1.0,2.0,1.0,60.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60.0,4.0,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,8.0,5.0,8.0,3.0,3.0,10.0,8.0,2.0,2.0,2.0,3.0,20.0,3.0,30.0,5.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1998.0,3.0,1.0,,,1.0,8100.0,,,2.0,4.0,11.0,2.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.0,ZH,4,de,8100.0,1.0,77915.089,22.0,6.0,21.962413,36.46732,16.299819,9.0589622,11.020159,3.3226716,12.061782,1.8349396,1.11877245644945,0.698074928508691,0.972903570754423,0.607057839764516,0.581216356,0.789275362,0.458739749782221,1.0,1.0,1.0,1.0,1.0,1.0,2019
2622,1,0,11/16/2019 14:05:51,11/16/2019 14:25:20,19.4666666666667,1.0,,1,1977,42,3,2,4,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,16.0,10.0,2.0,33.0,4.0,60.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,32.0,20.0,3.0,31.0,10.0,2.0,1.0,1.0,4.0,,,4.0,4.0,10.0,10.0,8.0,0.0,5.0,5.0,2.0,,,7.0,9.0,10.0,6.0,10.0,8.0,7.0,0.0,10.0,0.0,0.0,9.0,,,6.0,1.0,2.0,2.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,0.0,2.0,5.0,5.0,2.0,6.0,5.0,2.0,2.0,2.0,2.0,20.0,3.0,20.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,2007.0,1.0,4.0,,2.0,1.0,8100.0,,,2.0,5.0,10.0,,3.0,,3.0,3.0,,,,,4311.0,4311.0,,1.0,1.0,,9.0,9.0,,2.0,11.0,6.0,4.0,13.0,2.0,1.0,1.0,,,,,2.0,11.0,,,,,,,,,,,,,,,,,11.0,6.0,4.0,12.0,2.0,2.0,UR,6,de,8100.0,4.0,68941.307,13.0,5.0,15.828103,28.874092,34.836562,,,33.958838,,,0.518963820661885,0.323815294091941,0.492417733486861,0.307251463082282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2623,1,0,10/21/2019 16:47:41,10/21/2019 17:05:13,17.5333333333333,1.0,,1,1974,45,4,2,7,3.0,3.0,3.0,3.0,4.0,4.0,3.0,11.0,8.0,,,1.0,16.0,,,2.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,7.0,,,5.0,4.0,5.0,6.0,7.0,1.0,8.0,8.0,6.0,,,7.0,6.0,7.0,5.0,,7.0,5.0,3.0,10.0,0.0,1.0,8.0,,,3.0,1.0,2.0,1.0,30.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,4.0,4.0,4.0,4.0,,,10.0,5.0,9.0,8.0,2.0,4.0,6.0,2.0,2.0,1.0,3.0,20.0,3.0,20.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,2001.0,1.0,4.0,,2.0,1.0,8100.0,,,2.0,4.0,7.0,,2.0,,3.0,3.0,,,,,4110.0,4110.0,,1.0,1.0,,8.0,8.0,,2.0,11.0,6.0,4.0,10.0,,1.0,1.0,,3320.0,3320.0,,1.0,8.0,10.0,5.0,2.0,,,,,,,,,,,,,,11.0,6.0,4.0,11.0,1.0,2.0,NW,6,de,8100.0,4.0,81128.325,32.0,6.0,11.982571,66.481775,,,,33.518225,,,0.451533368236516,0.281741047461367,0.572620198782502,0.357294999553637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2624,1,1,11/13/2019 09:56:29,11/13/2019 13:59:21,242.85,1.0,,2,1963,56,5,1,25,2.0,2.0,2.0,3.0,3.0,2.0,2.0,45.0,2.0,30.0,5.0,70.0,14.0,30.0,5.0,2.0,,3.0,4.0,,,4.0,,,,,,,,,,,3.0,2.0,2.0,3.0,,4.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,2.0,2.0,,3.0,1.0,1.0,,4.0,,2.0,,4.0,,1.0,,3.0,,2.0,,3.0,,2.0,,4.0,,2.0,,4.0,,2.0,,1.0,4.0,1.0,1.0,30.0,5.0,,,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,171.0,30.0,5.0,167.0,20.0,3.0,1.0,1.0,25.0,30.0,5.0,,,2.0,7.0,9.0,1.0,5.0,3.0,1.0,,1.0,,,,,,0.0,5.0,9.0,0.0,8.0,3.0,1.0,,0.0,7.0,1.0,2.0,1.0,30.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,8231.0,8231.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,,5.0,5.0,5.0,5.0,5.0,9.0,5.0,,,,2.0,30.0,5.0,,,4.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1974.0,3.0,2.0,1.0,,2.0,8231.0,,,2.0,6.0,12.0,1.0,8.0,1.0,1.0,,1.0,,,,5322.0,,5322.0,1.0,,1.0,3.0,,3.0,3.0,16.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,5.0,3.0,3.0,1.0,GE,1,fr,,,104120.93,11.0,4.0,22.098151,14.025513,11.497238,18.773014,24.000526,11.474224,5.9310889,0.18411362,0.142744365078352,0.0890674970344977,0.135442691612405,0.0845115078757093,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.92664953,0.539545496445419,2019
2625,1,0,10/23/2019 19:15:45,10/23/2019 20:55:10,99.4,1.0,,1,1992,27,2,2,2,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,16.0,,,11.0,8.0,,,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,,,,,,0.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,70.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,3.0,4.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,,,9.0,9.0,9.0,7.0,,8.0,5.0,0.0,10.0,1.0,1.0,8.0,,,7.0,2.0,2.0,2.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,4.0,4.0,4.0,4.0,,,10.0,0.0,9.0,9.0,0.0,7.0,7.0,2.0,2.0,2.0,3.0,,,,,3.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1992.0,4.0,2.0,1.0,,1.0,8100.0,,,1.0,6.0,10.0,,1.0,,2.0,2.0,,,,,3000.0,3000.0,,2.0,2.0,,10.0,10.0,,3.0,6.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.0,10.0,1.0,1.0,BE,2,de,8100.0,2.0,113378.71,11.0,4.0,17.151831,17.73284,15.94653,22.288764,14.005337,2.3168814,13.657448,6.8044987,1.93056115734379,3.82704202204893,1.93056115734379,3.82704202204893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2626,1,0,10/24/2019 06:27:11,10/24/2019 06:49:20,22.1333333333333,1.0,,1,1979,40,3,2,2,3.0,3.0,2.0,2.0,4.0,4.0,2.0,17.0,4.0,,,,,,,,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,,,7.0,5.0,8.0,8.0,6.0,,,,,,,,,,5.0,2.0,2.0,2.0,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,4.0,4.0,4.0,4.0,,,5.0,7.0,0.0,5.0,5.0,0.0,8.0,1.0,2.0,1.0,4.0,,,,,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,0.0,4.0,0.0,4.0,1.0,1979.0,1.0,4.0,,2.0,1.0,8100.0,,,1.0,6.0,5.0,,2.0,,3.0,3.0,,,,,2411.0,2411.0,,1.0,1.0,,4.0,4.0,,2.0,9.0,5.0,1.0,5.0,,1.0,3.0,,5410.0,5410.0,,2.0,4.0,15.0,8.0,4.0,,,,,,,,,,,,,,9.0,5.0,1.0,8.0,2.0,1.0,BE,2,de,8100.0,4.0,63626.651,11.0,4.0,30.009577,21.991275,21.019015,8.2407371,14.198521,3.9565319,10.452287,9.278532,1.93056115734379,3.82704202204893,1.93056115734379,3.82704202204893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2627,1,0,10/29/2019 19:38:18,10/29/2019 20:19:24,41.0833333333333,1.0,,3,1995,24,1,1,21,1.0,2.0,3.0,3.0,3.0,2.0,2.0,27.0,12.0,50.0,6.0,73.0,9.0,50.0,6.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,,5.0,,1.0,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,,110.0,30.0,5.0,113.0,50.0,6.0,4.0,0.0,,,,4.0,4.0,1.0,4.0,9.0,0.0,9.0,4.0,0.0,1.0,,5.0,5.0,9.0,5.0,8.0,7.0,4.0,1.0,10.0,1.0,7.0,9.0,10.0,,3.0,1.0,2.0,1.0,30.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,3.0,,,10.0,1.0,10.0,7.0,7.0,8.0,8.0,,,,1.0,30.0,5.0,50.0,6.0,4.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,,0.0,1995.0,4.0,4.0,2.0,0.0,3.0,8100.0,,,7.0,,11.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,2.0,1.0,,2152.0,,2152.0,2.0,14.0,5.0,3.0,1.0,5.0,3.0,1.0,9.0,1.0,2.0,TI,7,it,8100.0,4.0,71825.393,22.0,8.0,22.169249,12.261349,15.655494,14.128129,22.23165,7.1277047,1.4849385,,0.340904815527355,0.212712695379339,0.323466819676637,0.201831995164876,1.0,1.0,1.0,0.738516082,0.87385185,0.645353644510452,1.0,1.0,1.0,2019
2628,1,0,10/28/2019 09:48:55,10/28/2019 10:06:37,17.6833333333333,1.0,,2,1972,47,4,2,22,1.0,3.0,3.0,3.0,2.0,2.0,3.0,61.0,4.0,60.0,4.0,50.0,16.0,30.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,3.0,2.0,1.0,2.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,131.0,50.0,6.0,124.0,10.0,2.0,1.0,1.0,22.0,10.0,2.0,5.0,5.0,10.0,9.0,9.0,0.0,9.0,10.0,0.0,,,10.0,9.0,7.0,0.0,7.0,8.0,7.0,2.0,10.0,1.0,7.0,10.0,,,7.0,1.0,2.0,1.0,60.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8100.0,8214.0,1.0,4.0,1.0,1.0,4.0,4.0,,4.0,7.0,6.0,7.0,8.0,2.0,6.0,8.0,2.0,2.0,1.0,2.0,,,,,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2002.0,3.0,6.0,1.0,4.0,2.0,8100.0,,,7.0,,13.0,2.0,2.0,,3.0,3.0,,,,,1000.0,1000.0,,1.0,1.0,,1.0,1.0,,3.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,11.0,2.0,1.0,VD,1,fr,8100.0,5.0,110827.06,12.0,5.0,23.149198,13.884604,17.664301,30.561555,17.42672,2.3141006,11.666152,0.52452947,2.61214952013098,1.62989004511825,2.62362971352429,1.63705328473512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
2629,2,1,,,,,201119.0,2,1956,63,5,2,25,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,16.0,90.0,7.0,47.0,16.0,90.0,7.0,5.0,,2.0,2.0,,,2.0,,,,,,,,,,,2.0,3.0,3.0,4.0,,1.0,4.0,,,,1.0,3.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,,2.0,,2.0,,5.0,,2.0,,2.0,,2.0,,4.0,,2.0,,4.0,,2.0,,2.0,,4.0,,2.0,5.0,5.0,4.0,2.0,100.0,7.0,,,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,25.0,90.0,7.0,,,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,,,,,,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,1.0,,90.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,8212.0,8100.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,8.0,8.0,8.0,8.0,0.0,5.0,5.0,,2.0,1.0,4.0,,,,,2.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,,0.0,,0.0,,0.0,,0.0,1956.0,1.0,2.0,1.0,,2.0,8100.0,,,7.0,,7.0,,6.0,2.0,3.0,,3.0,,,,3310.0,,3310.0,3.0,,3.0,,,,2.0,10.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,2.0,,1.0,1.0,GE,1,fr,,,69958.671,11.0,3.0,43.836864,17.430025,16.988334,12.45379,21.558884,7.7656152,3.6559604,0.53291084,0.142744365078352,0.0890674970344977,0.133578438071211,0.0833482787937015,1.0,1.0,1.0,1.0,1.0,1.0,0.582254109,0.54643038,0.318161334037431,2019
2631,1,0,11/4/2019 21:23:21,11/4/2019 22:06:09,42.7833333333333,1.0,,3,1973,46,4,1,21,3.0,3.0,3.0,4.0,4.0,2.0,2.0,62.0,8.0,,,8.0,5.0,,,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,3.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,116.0,10.0,2.0,111.0,40.0,1.0,1.0,1.0,21.0,10.0,2.0,4.0,3.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,,7.0,8.0,7.0,9.0,,8.0,5.0,2.0,9.0,3.0,3.0,6.0,9.0,,8.0,2.0,2.0,1.0,10.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,,,0.0,0.0,10.0,2.0,2.0,6.0,8.0,,2.0,2.0,2.0,30.0,5.0,20.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1977.0,1.0,3.0,,1.0,3.0,8100.0,,,2.0,6.0,7.0,,1.0,,2.0,2.0,,,,,1320.0,1320.0,,3.0,3.0,,11.0,11.0,,1.0,9.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,10.0,1.0,2.0,TI,7,it,8100.0,3.0,62257.994,23.0,7.0,9.252669,15.230461,17.457136,15.586729,15.542196,16.967268,1.2692051,,0.340904815527355,0.212712695379339,0.342403065601022,0.213647551083941,1.0,1.0,1.0,0.738516082,0.9617757,0.710286821726807,1.0,1.0,1.0,2019
2632,1,0,11/1/2019 20:14:57,11/1/2019 20:52:57,37.9833333333333,1.0,,2,1988,31,2,2,10,3.0,2.0,4.0,3.0,2.0,2.0,3.0,17.0,4.0,50.0,6.0,64.0,7.0,130.0,7.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,,,,,,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,4.0,4.0,8.0,0.0,10.0,5.0,10.0,7.0,0.0,,,,,8.0,3.0,,,,0.0,10.0,4.0,,6.0,,,4.0,2.0,2.0,2.0,,,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,,,1.0,4.0,4.0,4.0,4.0,4.0,,,2.0,7.0,2.0,5.0,7.0,0.0,7.0,,2.0,2.0,3.0,,,,,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1988.0,4.0,2.0,1.0,,2.0,8100.0,,,2.0,6.0,5.0,,1.0,,3.0,3.0,,,,,4120.0,4120.0,,1.0,1.0,,5.0,5.0,,3.0,11.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,4.0,10.0,1.0,1.0,FR,2,fr,8100.0,2.0,69810.274,23.0,7.0,17.181818,19.378428,32.586837,14.990859,8.9122486,11.014625,5.9872029,0.63985375,2.68076810465382,5.31421247591778,2.68076810465382,5.31421247591778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2019
